,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
0,8442c874-30bb-4ad3-8584-7faa4451206d,Ramesh kumar,https://play-lh.googleusercontent.com/a/ACg8ocLxDw0EFaV5rSnp2mgn8QRJS0XZslw0fR88gMYGu83g=mo,"Why can't you guys fix this app? Trying to recharge for past couple of days and failing each time to do so. Initially the app itself wasn't opening and then it started saying owing to technical issues I cannot recharge my account. And on top of that, I have been getting reminders to recharge or else my connection will be disconnected soon. I mean, really? It has been more than 2 days, why can't you guys fix the app? Worst thing!",1,129,1.18,2023-10-04 10:48:15,,,1.18
